issues_title,issues_created_at,issues_thread_id,issues_thread_creator,issues_thread_creator_affiliation,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_comment_author_affiliation,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
Enable industrial-ci on Travis ,2019-01-07T06:32:19Z,396138215,amc-nu,tier4,451835206,answered,"@sgermanserrano @amc-nu Should this pull request be imported into GitLab CI?
https://github.com/CPFL/Autoware/blob/develop/.gitlab-ci.yml",kfunaoka,tier4,261721,173809,6,21,0,1,129
Enable industrial-ci on Travis ,2019-01-07T06:33:53Z,396138215,amc-nu,tier4,451835455,questioned,"No, this won’t affect and doesn’t intend to modify Gitlab way more complex setup",amc-nu,tier4,261721,173809,6,21,0,1,129
Enable industrial-ci on Travis ,2019-01-07T06:36:19Z,396138215,amc-nu,tier4,451835883,answered,"@amc-nu It might also improve/simplify the Gitlab setup, I'll check what would need to be changed.",sgermanserrano,missing,261721,173809,6,21,0,1,129
Enable industrial-ci on Travis ,2019-01-07T11:04:50Z,396138215,amc-nu,tier4,451900057,answered,"@amc-nu this is great, thanks for pushing it. It'd be great reconcile the different CI systems into one, I believe the best scenario would be to have one single ""source of truth"" that includes all the features of each CI.

We currently have:

- the industrial_ci integration done by @amc-nu 
- @sgermanserrano 's work on GitLab
- the deprecated Travis scripts
- the AutowareAuto CI infrastructure (cc @dejanpan )
- the switch to colcon so we can introduce ROS2 into Autoware.ai

I'd say that adding multiple CI systems would incur in a significant amount of work maintaining so much infrastructure, we should narrow it down to only one that satisfies our requirements.

My takeaways:

- industrial_ci is very mature, but does not support ROS2 yet. We could work on getting colcon used upstream, so that we can support both ROS1 and ROS2.
- The AutowareAuto CI infrastructure uses colcon, this would require https://github.com/CPFL/Autoware/pull/1704 to be merged. AutowareAuto also has support for Marv, an online repository for rosbags
- @sgermanserrano first ported the functionality of the legacy Travis scripts to GitLab. And then he extended it (e.g to support code coverage), which was always the plan.
- Some of the benefits of industrial_ci are already in colcon (like checking the install target, test report, etc.)",esteve,tier4,261721,173809,6,21,0,1,129
Enable industrial-ci on Travis ,2019-01-08T05:19:08Z,396138215,amc-nu,tier4,452178842,answered,"@esteve @sgermanserrano How about merging this pull request? Since current travis script is already obsolete, this pull request might be useful in some situation until GitLab CI supports industrial_ci even if the results of travis might be ignored by developers. Though there are some challenges @esteve listed, this pull request is harmless and valuable for a short time, I think.",kfunaoka,tier4,261721,173809,6,21,0,1,129
Enable industrial-ci on Travis ,2019-01-08T05:37:08Z,396138215,amc-nu,tier4,452181528,answered,I don't like to execute industrial_ci every time on my PC.,kfunaoka,tier4,261721,173809,6,21,0,1,129
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-01-02T12:54:27Z,395237315,AbangLZU,missing,450856376,questioned,@amc-nu @cirpue49 ,AbangLZU,missing,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-02-28T11:00:57Z,395237315,AbangLZU,missing,468230968,answered,"@AbangLZU  Hi, I test the cnn_seg module on my 16 beam lidar data, with Apollo velodyne 16 model, got this error:

```
[ INFO] [1551349032.464806062]: [lidar_apollo_cnn_seg_detect] Ready. Waiting for data...
F0228 18:17:17.745633 27762 base_conv_layer.cpp:191] Check failed: bottom[0]->shape(channel_axis_) == channels_ (8 vs. 6) Input size incompatible with convolution kernel.
*** Check failure stack trace: ***

```

Do you have any clue? (my lidar is realsense 16 beam)",lucasjinreal,google,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T00:37:31Z,395237315,AbangLZU,missing,468496247,questioned,"@jinfagang Use my branch AbangLZU:fix/cnnseg_from_apollo (which is in my repository) and You will solve this problem
.",AbangLZU,missing,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T03:41:51Z,395237315,AbangLZU,missing,468531370,answered,"@AbangLZU  Using fix branch same error here:

```
[ INFO] [1551411304.888938411]: [lidar_apollo_cnn_seg_detect] Ready. Waiting for data...
F0301 11:38:31.837051  5759 base_conv_layer.cpp:191] Check failed: bottom[0]->shape(channel_axis_) == channels_ (8 vs. 6) Input size incompatible with convolution kernel.
*** Check failure stack trace: ***

```

Did you got this error and fix it success? Or I miss something configuration?",lucasjinreal,google,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T03:48:20Z,395237315,AbangLZU,missing,468532330,answered,"@AbangLZU  I tried set use_constant_feature to both true and false but same error:

```
<!-- -->
<launch>
  <arg name=""network_definition_file""  default=""$(find lidar_apollo_cnn_seg_detect)/models/velodyne_16/deploy.prototxt"" />
  <arg name=""pretrained_model_file"" default=""$(find lidar_apollo_cnn_seg_detect)/models/velodyne_16/deploy.caffemodel"" />
  <arg name=""points_src"" default=""/cti/sensor/rslidar/PointCloud2"" />
  <arg name=""score_threshold"" default=""0.6"" />
  <arg name=""use_gpu"" default=""true"" />
  <arg name=""gpu_device_id"" default=""0"" />

  <arg name=""width"" default=""512"" />
  <arg name=""height"" default=""512"" />
  <arg name=""range"" default=""60"" />
  <arg name=""use_constant_feature"" default=""false""/>

  <node pkg=""lidar_apollo_cnn_seg_detect"" type=""lidar_apollo_cnn_seg_detect"" name=""lidar_apollo_cnn_seg_detect_01"" output=""screen"">
    <param name=""network_definition_file"" value=""$(arg network_definition_file)"" />
    <param name=""pretrained_model_file"" value=""$(arg pretrained_model_file)"" />
    <param name=""points_src"" value=""$(arg points_src)"" />
    <param name=""score_threshold"" value=""$(arg score_threshold)"" />
    <param name=""use_gpu"" value=""$(arg use_gpu)"" />
    <param name=""gpu_device_id"" value=""$(arg gpu_device_id)"" />

     <param name=""height"" value=""$(arg height)"" />
    <param name=""width"" value=""$(arg width)"" />
    <param name=""range"" value=""$(arg range)"" />
    <param name=""use_constant_feature"" value=""$(arg use_constant_feature)"" />
  </node>

  <node pkg=""detected_objects_visualizer"" type=""visualize_detected_objects"" name=""cluster_detect_visualization_01""
          output=""screen"" ns=""/detection/lidar_detector"" />

</launch>
```

Same error:

```
[ INFO] [1551412037.990503424]: [lidar_apollo_cnn_seg_detect] Ready. Waiting for data...
F0301 11:47:20.743434  8371 base_conv_layer.cpp:191] Check failed: bottom[0]->shape(channel_axis_) == channels_ (8 vs. 6) Input size incompatible with convolution kernel.
*** Check failure stack trace: ***

```",lucasjinreal,google,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T09:53:38Z,395237315,AbangLZU,missing,468608896,questioned,"@jinfagang I have not test on the VLP16 data. try to set the width and  height to 672, and set the 
use_constant_feature to false. Clean & rebuild you code. Maybe this can help you.",AbangLZU,missing,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T11:28:30Z,395237315,AbangLZU,missing,468635334,answered,"@AbangLZU Thank u, I success fully run it now. BTW, you haven't add min box build codes yet are u? The boxes generate all in same direction which cause very rough box of every object especially for cars",lucasjinreal,google,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-03-01T13:51:04Z,395237315,AbangLZU,missing,468670862,answered,@amc-nu how is it?,yukkysaito,tier4,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2019-12-24T06:55:03Z,395237315,AbangLZU,missing,568673542,answered,@jinfagang I had a test on my own VLP16 dataset.However，I got a poor test result.Many targets were missed.What about your test result on VLP16 data.Thank you~,14212094,missing,6204766,557,10,2,0,6,98
"[fix]cnnseg_from_apollo: Add the pretrained model download in README, add a param called use_c…",2020-01-17T06:07:15Z,395237315,AbangLZU,missing,575479151,answered,"@14212094 I also had a test on my own VLP16 dataset.The result is really poor.Not only many targets were missed ,the people following the robot even can not be detected,but also many pointclouds were misrecognized as cars.Do you have any progress now?",zzhh00,missing,6204766,557,10,2,0,6,98
Consider the structure of sensor/vehicle description/launch,2021-12-27T02:16:02Z,1284821216,kenji-miyake,tier4,1166428237,questioned,FYI sensor_component: https://github.com/tier4/sensor_description.iv,kenji-miyake,tier4,5334268,130,2,0,0,0,0
Consider the structure of sensor/vehicle description/launch,2022-02-26T19:58:20Z,1284821216,kenji-miyake,tier4,1166428239,questioned,"Unified.
https://github.com/autowarefoundation/sample_vehicle_launch
https://github.com/autowarefoundation/sample_sensor_kit_launch",kenji-miyake,tier4,5334268,130,2,0,0,0,0
Prepare a development environment for autoware.universe,2022-01-14T13:37:44Z,1284821238,kenji-miyake,tier4,1166428274,questioned,Can be closed by https://github.com/autowarefoundation/autoware/pull/8 and https://github.com/autowarefoundation/autoware/pull/14.,kenji-miyake,tier4,3727181,2099559,1,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2022-12-27T04:19:06Z,1511417351,anilbommareddy,missing,1365601221,answered,@shmpwk Could you tell me the right branch we should use for Humble?,kenji-miyake,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2022-12-27T05:17:42Z,1511417351,anilbommareddy,missing,1365619592,answered,"@anilbommareddy 
Currently, the official support for AWSIM is only ROS2 Galactic, Ubuntu20.04.

For Ubuntu 22.04, try work in progress version which includes our individual repos but will be officially supported soon:
Autoware: https://github.com/shmpwk/autoware/tree/humble-awsim-stable
AWSIM: https://github.com/tier4/AWSIM/tree/humble

Try the following command
```
git clone https://github.com/shmpwk/autoware/
cd autoware
git checkout humble-awsim-stable
./setup-dev-env.sh  #*/enter Y and install cuda-Y.
mkdir src
vcs import src < autoware.repos
source /opt/ros/humble/setup.bash
rosdep update
rosdep install -y --from-paths src --ignore-src --rosdistro $ROS_DISTRO
colcon build --symlink-install --cmake-args -DCMAKE_BUILD_TYPE=Release -DCMAKE_CXX_FLAGS=""-w""
source install/setup.bash
ros2 launch autoware_launch e2e_simulator.launch.xml vehicle_model:=sample_vehicle sensor_model:=awsim_sensor_kit map_path:=<your mapfile location>
```

Note that when launching AWSIM, you need its binary. But currently we have only Galactic version of binary.
You have to create AWSIM binary for Humble by yourself from https://github.com/tier4/AWSIM/tree/humble.",shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T04:51:38Z,1511417351,anilbommareddy,missing,1370485493,answered,"hii @shmpwk 
Shall we install autoware for AWSIM in ubuntu 22.04 by your above steps.",patelabhay-12,missing,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T04:57:38Z,1511417351,anilbommareddy,missing,1370488050,answered,"@patelabhay-12 
Still the above step is not official but now should work correctly in Ubuntu 22.04 from the success of my several co-workers  attempts.",shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:03:21Z,1511417351,anilbommareddy,missing,1370491224,answered,"
![Screenshot from 2023-01-04 10-30-12](https://user-images.githubusercontent.com/89857716/210487834-a489a689-053f-46bb-9f49-1f8e386ef9c9.png)
okay, But I got the error when giving the below command-
colcon build --symlink-install --cmake-args -DCMAKE_BUILD_TYPE=Release -DCMAKE_CXX_FLAGS=""-w""
",patelabhay-12,missing,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:12:27Z,1511417351,anilbommareddy,missing,1370497145,answered,"@patelabhay-12 
Let me check several points
- Did you succeeded following without any error:  `./setup-dev-env.sh`, `vcs import src < autoware.repos`, `rosdep update`, `rosdep install -y --from-paths src --ignore-src --rosdistro $ROS_DISTRO` ?
- Have you built the other Autoware branch under your `~/autoware` folder?",shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:14:41Z,1511417351,anilbommareddy,missing,1370498301,answered,I firstly doubted [this issue](https://github.com/autowarefoundation/autoware/issues/3119) but it seems you have different error :thinking: ,shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:25:02Z,1511417351,anilbommareddy,missing,1370502799,answered,"> @patelabhay-12 Let me check several points
> 
>     * Did you succeeded following without any error:  `./setup-dev-env.sh`, `vcs import src < autoware.repos`, `rosdep update`, `rosdep install -y --from-paths src --ignore-src --rosdistro $ROS_DISTRO` ?
> 
>     * Have you built the other Autoware branch under your `~/autoware` folder?

yes I succeeded in following without any error.

Yes, I built the other Autoware branch under our ~/autoware folder
![image](https://user-images.githubusercontent.com/89857716/210490133-51c72c01-2700-4c10-871f-75c812d3afc7.png)
",patelabhay-12,missing,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:28:15Z,1511417351,anilbommareddy,missing,1370504137,answered,"> Yes, I built the other Autoware branch under your ~/autoware folder

In that case you might mixed the previous build cache. Could you once `rm build install log  -f` under `~/autoware` ? and colcon build again?",shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:37:21Z,1511417351,anilbommareddy,missing,1370507853,answered,"> > Yes, I built the other Autoware branch under your ~/autoware folder
> 
> In that case you might mixed the previous build cache. Could you once `rm build install log` under `~/autoware` ? and colcon build again?

Did the same, & getting error again
![Screenshot from 2023-01-04 11-06-12](https://user-images.githubusercontent.com/89857716/210491017-f1e704da-0d27-4ec3-81ea-c9142e68da13.png)
",patelabhay-12,missing,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T05:49:49Z,1511417351,anilbommareddy,missing,1370513026,answered,"@patelabhay-12 
According to [this issue](https://github.com/koide3/ndt_omp/issues/47), your PCL version is much newer than we expected? Could you share your PCL version? 

```
$ dpkg -l |grep pcl
```
Have you manually installed PCL in Ubuntu22.04? (should be automatically installed with our Autoware setup) ",shmpwk,tier4,1392336,297,30,0,0,0,0
No package mactching ros-galactic-desktop available  for AWSIM-stable branch in Ubuntu 22.04,2023-01-04T06:49:59Z,1511417351,anilbommareddy,missing,1370544247,answered,"![image](https://user-images.githubusercontent.com/89857716/210499461-71bcde79-11d5-484c-a4d4-bba0ea7db9c4.png)
",patelabhay-12,missing,1392336,297,30,0,0,0,0
